time,gender,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,attempt_suicide,employment,job_title,edu_level,improve_yourself_how
5/18/2016 1:17:35,Female,Bisexual,38,$0,White non-Hispanic,Normal weight,No,No,No,0.0,Yes,Yes,Friendship,Yes,Unable to work,Unemployed ,Bachelor’s degree,"Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:18:39,Male,Straight,23,"$20,000 to $29,999",Hispanic (of any race),Normal weight,Yes,No,Yes but I haven't,15.0,No,No,Set me up with a date,No,Out of work and looking for work,Nothing,Bachelor’s degree,Other exercise
5/18/2016 1:20:07,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,3.0,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 1:20:46,Male,Straight,19,$0,White non-Hispanic,Underweight,Yes,No,No,0.0,Yes,No,I don't want help,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 1:21:32,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,No,2.0,Yes,No,I don't want help,No,Employed for wages,Software developer ,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 1:21:57,Male,Straight,21,"$75,000 to $99,999",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,1.0,No,Yes,I don't want help,No,Self-employed, Ceo,Trade/technical/vocational training,None
5/18/2016 1:24:26,Male,Bisexual,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,4.0,No,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Factory Worker,"Some college, no degree",None
5/18/2016 1:24:33,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,5.0,Yes,Yes,Set me up with a date,No,A student,None,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy"
5/18/2016 1:33:14,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Obese,Yes,No,No,3.0,Yes,Yes,I don't want help,Yes,Out of work and looking for work,none,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:35:21,Male,Straight,21,$0,White non-Hispanic,Underweight,Yes,Yes,No,0.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,Not employed,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 1:35:25,Male,Bisexual,17,$0,White non-Hispanic,Underweight,Yes,No,No,2.0,No,Yes,Im on my own,No,A student,Popo,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 1:42:06,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,4.0,Yes,Yes,date coaching,No,Employed for wages,supervisor,Bachelor’s degree,None
5/18/2016 1:49:54,Male,Bisexual,20,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,3.0,No,Yes,I don't want help,No,Out of work but not currently looking for work,n/a,"Some college, no degree",None
5/18/2016 1:52:46,Male,Bisexual,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2.0,Yes,No,date coaching,No,A student,Cashier,"Some college, no degree",join clubs/socual clubs/meet ups
5/18/2016 1:54:43,Male,Straight,70,"$174,999 to $199,999",White non-Hispanic,Obese,No,No,No,5.0,No,Yes,I don't want help,No,Retired,super pooper,Doctorate degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:55:09,Male,Straight,28,"$20,000 to $29,999",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0.0,Yes,No,"Set me up with a date, date coaching",No,Employed for wages,Truck driver,Trade/technical/vocational training,Therapy
5/18/2016 1:55:46,Male,Straight,30,"$50,000 to $74,999",Mixed race,Underweight,No,No,No,12.0,Yes,Yes,Set me up with a date,No,Out of work but not currently looking for work,,"Some college, no degree","Therapy, Other exercise"
5/18/2016 1:55:52,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,3.0,Yes,No,I don't want help,Yes,Employed for wages,user-carer,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise"
5/18/2016 1:56:41,Male,Straight,26,"$150,000 to $174,999",White non-Hispanic,Normal weight,No,No,No,20.0,Yes,No,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Lawyer,Professional degree,Other exercise
5/18/2016 1:58:47,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,6.0,No,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Cook,"Some college, no degree","Joined a gym/go to the gym, Other exercise"
5/18/2016 2:06:32,Male,Straight,34,"$10,000 to $19,999",Asian,Normal weight,No,No,No,5.0,No,Yes,help getting a better job,No,Employed for wages,retail worker,Professional degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 2:12:29,Male,Straight,22,$0,Hispanic (of any race),Underweight,Yes,No,Yes but I haven't,6.0,Yes,Yes,I don't want help,No,A student,U serious?,"Some college, no degree",Other exercise
5/18/2016 2:13:08,Male,Straight,29,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,Yes,No,0.0,No,Yes,I don't want help,No,Employed for wages,Senior software developer,Bachelor’s degree,None
5/18/2016 2:16:27,Male,Straight,29,"$30,000 to $39,999",Pakistani,Overweight,Yes,No,Yes but I haven't,18.0,No,No,"wingman/wingwoman, date coaching",No,Employed for wages,IT Engineer,"High school graduate, diploma or the equivalent (for example: GED)",join clubs/socual clubs/meet ups
5/18/2016 2:24:07,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1.0,No,No,I don't want help,No,A student,Student,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 2:27:11,Male,Straight,30,"$200,000 or more",White non-Hispanic,Overweight,Yes,No,No,1.0,Yes,No,I don't want help,No,Employed for wages,software engineer,Doctorate degree,Other exercise
5/18/2016 2:28:29,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,No,4.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Engineer,"Some college, no degree",Other exercise
5/18/2016 2:28:37,Male,Straight,28,"$50,000 to $74,999",White non-Hispanic,Underweight,Yes,Yes,No,2.0,Yes,No,Set me up with a date,No,Employed for wages,Software eng.,Bachelor’s degree,None
5/18/2016 2:35:32,Female,Bisexual,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1.0,Yes,Yes,I don't want help,No,A student,Student ,"Some high school, no diploma",Therapy
5/18/2016 2:38:51,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,Yes,No,0.0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,student,"Some college, no degree","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 2:40:05,Female,Straight,25,"$40,000 to $49,999",Asian,Underweight,No,No,No,17.0,No,No,I'm not fa lol,No,Employed for wages,Admin,Bachelor’s degree,Nope not Fa
5/18/2016 2:42:02,Female,Bisexual,21,$0,Hispanic (of any race),Normal weight,No,No,No,10.0,Yes,Yes,I don't want help,Yes,A student,Student,"Some college, no degree","Therapy, Other exercise"
5/18/2016 2:51:15,Male,Straight,35,"$75,000 to $99,999",White non-Hispanic,Overweight,No,Yes,Yes and I have,3.0,Yes,Yes,I don't want help,No,Employed for wages,Senior Developer,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 2:53:44,Female,Straight,21,$0,Asian,Normal weight,Yes,No,No,5.0,Yes,No,I don't want help,No,A student,College student/research intern ,Bachelor’s degree,"Other exercise, Hobbies - music, languages, calligraphy"
5/18/2016 2:58:31,Male,Straight,24,$0,Black,Normal weight,Yes,No,Yes and I have,5.0,Yes,Yes,I don't want help,No,A student,student,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 3:04:00,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,5.0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 3:06:09,Female,Bisexual,12,"$174,999 to $199,999",helicopterkin,Obese,No,Yes,No,15.0,No,No,"I don't want help, more one night stands",No,Out of work but not currently looking for work,Sugar baby,"Some high school, no diploma",just b confident
5/18/2016 3:06:44,Female,Straight,23,"$1 to $10,000",White non-Hispanic,Normal weight,No,No,No,3.0,Yes,Yes,I don't want help,No,A student,assistant caretaker,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 3:26:59,Male,Straight,29,"$125,000 to $149,999",Black,Overweight,Yes,No,Yes but I haven't,6.0,Yes,Yes,not sure what would help,Yes,Self-employed,Engineer,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 3:28:33,Male,Straight,24,"$50,000 to $74,999",White non-Hispanic,Normal weight,No,No,Yes and I have,20.0,Yes,No,"wingman/wingwoman, Set me up with a date",No,Self-employed,Coo,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 3:28:56,Male,Straight,30,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,1.0,Yes,Yes,I don't want help,No,Employed for wages,Researcher,Doctorate degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 3:36:07,Male,Straight,21,$0,White non-Hispanic,Normal weight,Yes,Yes,No,3.0,Yes,Yes,I don't want help,No,A student,Application Developer,"Some college, no degree",None
5/18/2016 3:43:25,Male,Straight,18,$0,Asian,Underweight,Yes,No,Yes but I haven't,3.0,Yes,Yes,I don't want help,Yes,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 3:46:31,Male,Straight,22,$0,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,2.0,Yes,Yes,I don't want help,No,Unable to work,None ,Associate degree,Therapy
5/18/2016 3:47:09,Male,Straight,22,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,No,No,3.0,Yes,No,wingman/wingwoman,No,Employed for wages,Courier,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 3:49:14,Male,Straight,26,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Accounts Receivable,Associate degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 3:51:31,Male,Straight,20,$0,Hispanic (of any race),Overweight,Yes,No,No,1.0,Yes,Yes,"Set me up with a date, date coaching",Yes,A student,None ,"Some college, no degree","Therapy, Other exercise, Develop hobbies"
5/18/2016 4:02:09,Male,Straight,17,$0,Hispanic (of any race),Normal weight,Yes,Yes,No,6.0,No,No,I don't want help,No,A student,student,"Some high school, no diploma",None
5/18/2016 4:05:46,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,1.0,Yes,No,Set me up with a date,No,Employed for wages,Zivildiener (austrian stuff),"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 4:16:01,Male,Straight,28,"$75,000 to $99,999",Middle Eastern,Normal weight,Yes,Yes,No,10.0,No,No,I don't want help,No,Employed for wages,Software Engineer,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 4:23:37,Male,Straight,36,"$50,000 to $74,999",Asian,Normal weight,No,No,Yes and I have,80.0,No,Yes,Set me up with a date,No,Employed for wages,ggg,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 4:34:17,Female,Straight,26,"$40,000 to $49,999",White non-Hispanic,Obese,Yes,No,No,2.0,Yes,Yes,date coaching,No,Employed for wages,RN,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 4:37:40,Male,Straight,28,$0,White non-Hispanic,Overweight,Yes,Yes,No,0.0,Yes,Yes,"date coaching, social skills training",No,Out of work but not currently looking for work,n/a,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 4:37:52,Male,Straight,21,"$75,000 to $99,999",Asian,Normal weight,Yes,No,No,1.0,No,Yes,I don't want help,No,Employed for wages,Auditor,Master’s degree,Joined a gym/go to the gym
5/18/2016 4:48:24,Male,Straight,21,$0,Asian,Normal weight,Yes,Yes,No,5.0,Yes,No,Set me up with a date,No,A student,Student,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 4:57:53,Male,Straight,23,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,1.0,Yes,Yes,I don't want help,No,A student,student,Bachelor’s degree,Other exercise
5/18/2016 4:59:02,Male,Straight,23,$0,White non-Hispanic,Underweight,Yes,No,No,0.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,,Associate degree,None
5/18/2016 5:00:58,Male,Bisexual,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,10.0,Yes,Yes,I don't want help,No,A student,Freelance writer,"Some college, no degree","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 5:06:51,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,5.0,Yes,Yes,I don't want help,No,Employed for wages,Clerk,"Some high school, no diploma","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 5:11:10,Male,Straight,31,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,0.0,No,Yes,I don't want help,No,Self-employed,self employed,"Some high school, no diploma",Other exercise
5/18/2016 5:11:50,Male,Straight,19,"$1 to $10,000",Asian,Normal weight,Yes,Yes,No,1.0,Yes,Yes,wingman/wingwoman,No,A student,-,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 5:15:37,Female,Gay/Lesbian,15,$0,White non-Hispanic,Normal weight,Yes,No,No,0.0,Yes,No,I don't want help,No,A student,student,"Some high school, no diploma",None
5/18/2016 5:28:33,Male,Straight,26,"$1 to $10,000",Turkish,Overweight,Yes,Yes,No,3.0,Yes,Yes,"There is no way that they can help. They only give useless advice like ""just be more confident"".",No,Employed for wages,Operations Manager (i.e. I do what my father tells me to do in our family company).,Master’s degree,"Joined a gym/go to the gym, Therapy, Joined a German language learning course."
5/18/2016 5:29:14,Male,Straight,28,"$50,000 to $74,999",Asian,Overweight,Yes,No,No,10.0,Yes,Yes,I don't want help,No,Employed for wages,Mechanical engineer,Master’s degree,Other exercise
5/18/2016 5:41:19,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,No,10.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Third Manager,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 5:42:39,Male,Gay/Lesbian,26,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,No,No,0.0,No,Yes,I don't want help,Yes,Employed for wages,Flight Attendant,Associate degree,None
5/18/2016 5:45:48,Male,Straight,27,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,Yes and I have,15.0,No,No,I don't want help,No,Self-employed,Interpreter,Master’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 5:47:41,Male,Straight,26,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10.0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,Bachelor’s degree,Other exercise
5/18/2016 5:49:21,Male,Straight,35,"$30,000 to $39,999",Asian,Normal weight,Yes,Yes,No,2.0,Yes,Yes,I don't want help,No,Employed for wages,engineer,"Some college, no degree",None
5/18/2016 5:49:42,Male,Straight,31,"$10,000 to $19,999",White non-Hispanic,Obese,Yes,No,No,3.0,No,No,Set me up with a date,No,Self-employed,none,"Some college, no degree",None
5/18/2016 5:50:59,Male,Straight,57,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,0.0,No,No,I don't want help,No,Employed for wages,vehicle prep,Trade/technical/vocational training,None
5/18/2016 5:52:27,Male,Straight,25,$0,Hispanic (of any race),Normal weight,No,No,Yes and I have,0.0,Yes,Yes,I don't want help,Yes,Out of work and looking for work,dunno,Bachelor’s degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 6:03:51,Male,Straight,25,$0,White non-Hispanic,Normal weight,Yes,No,No,0.0,Yes,Yes,I don't want help,No,Unable to work,none,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, None"
5/18/2016 6:21:19,Male,Gay/Lesbian,25,$0,White non-Hispanic,Overweight,Yes,No,No,6.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,Unemployed ,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/18/2016 6:23:18,Female,Bisexual,22,"$1 to $10,000",White non-Hispanic,Normal weight,No,No,No,0.0,Yes,Yes,I don't want help,Yes,A student,Student,"Some college, no degree",Therapy
5/18/2016 6:38:46,Female,Straight,23,$0,Asian,Underweight,Yes,No,No,0.0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,N/a,Bachelor’s degree,Other exercise
5/18/2016 6:40:35,Female,Straight,21,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,No,16.0,No,No,I don't want help,No,Self-employed,Accountant,Associate degree,None
5/18/2016 6:41:08,Male,Straight,33,$0,White non-Hispanic,Normal weight,Yes,No,No,1.0,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/18/2016 6:53:02,Male,Straight,18,"$50,000 to $74,999",Asian,Normal weight,Yes,No,No,5.0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Intern,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 6:55:07,Male,Straight,27,$0,White non-Hispanic,Underweight,Yes,Yes,No,1.0,Yes,Yes,I don't want help,No,A student,*,Bachelor’s degree,None
5/18/2016 7:02:48,Male,Straight,21,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1.0,Yes,Yes,I don't want help,No,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 7:04:09,Male,Straight,20,$0,White non-Hispanic,Normal weight,No,No,Yes and I have,0.0,No,No,I don't want help,No,A student,None,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 7:10:02,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,0.0,No,No,"wingman/wingwoman, Set me up with a date",No,A student,student,Bachelor’s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 7:12:21,Male,Straight,29,"$40,000 to $49,999",Asian,Obese,Yes,No,Yes but I haven't,0.0,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,Self-employed, Therapy,Bachelor’s degree,None
5/18/2016 7:13:43,Male,Straight,23,"$1 to $10,000",Asian,Normal weight,Yes,Yes,Yes but I haven't,2.0,Yes,Yes,I don't want help,No,Out of work and looking for work,Your survey question design is bad and you should feel bad.,Bachelor’s degree,None
5/18/2016 7:19:47,Female,Straight,26,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0.0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Out of work but not currently looking for work,useless,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, join clubs/socual clubs/meet ups, medication"
5/18/2016 7:27:20,Male,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,0.0,Yes,Yes,date coaching,No,Out of work and looking for work,.,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 7:28:01,Male,Straight,23,$0,Indian,Underweight,Yes,No,Yes but I haven't,3.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,Student,Bachelor’s degree,None
5/18/2016 7:41:18,Male,Straight,27,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,6.0,Yes,Yes,I don't want any help. I can't even talk about it.,Yes,Out of work but not currently looking for work,Philosopher,"Some high school, no diploma",Other exercise
5/18/2016 7:41:18,Male,Straight,24,$0,White non-Hispanic,Normal weight,Yes,No,No,0.0,Yes,Yes,I don't want help,Yes,A student,What?,"High school graduate, diploma or the equivalent (for example: GED)",Trying to accept my fate.
5/18/2016 7:46:46,Male,Straight,28,$0,White non-Hispanic,Normal weight,No,Yes,Yes but I haven't,3.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,loser,Master’s degree,Other exercise
5/18/2016 7:46:57,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,10.0,No,Yes,I don't want help,Yes,Employed for wages,Software Engineer,Trade/technical/vocational training,Other exercise
5/18/2016 7:54:01,Male,Straight,24,"$1 to $10,000",Black,Underweight,No,No,Yes but I haven't,4.0,Yes,Yes,I don't want help,No,A student,Student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 7:55:10,Male,Straight,25,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,30.0,No,No,I don't want help,No,Employed for wages,Financial Analyst,Bachelor’s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 8:08:44,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,0.0,No,No,wingman/wingwoman,No,A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 8:10:41,Male,Straight,27,$0,White non-Hispanic,Underweight,No,No,No,13.0,No,Yes,I don't want help,No,Out of work and looking for work,currently unemployed,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 8:14:39,Female,Gay/Lesbian,35,"$1 to $10,000",Black,Obese,No,No,No,3.0,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,Out of work but not currently looking for work,Nothing,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 8:14:52,Male,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,No,6.0,Yes,No,"wingman/wingwoman, date coaching",No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
5/18/2016 8:17:01,Female,Bisexual,21,"$1 to $10,000",White non-Hispanic,Normal weight,No,Yes,No,7.0,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Lifeguard,Bachelor’s degree,"Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:18:08,Female,Straight,30,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0.0,No,Yes,I don't want help,No,Employed for wages,lackey,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:22:09,Male,Straight,18,"$30,000 to $39,999",Native american,Normal weight,Yes,No,Yes but I haven't,0.0,Yes,Yes,Friends,Yes,Out of work and looking for work,None,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 8:24:22,Female,Bisexual,27,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,Yes,No,10.0,Yes,No,I don't want help,No,Employed for wages,teacher,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:27:23,Male,Straight,35,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,4.0,Yes,Yes,date coaching,No,Self-employed,online seller,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 8:34:48,Male,Straight,28,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,15.0,No,No,date coaching,No,A student,student,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:41:25,Female,Straight,28,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,No,20.0,No,No,wingman/wingwoman,No,Self-employed,Musician,Master’s degree,Joined a gym/go to the gym
5/18/2016 8:42:53,Male,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,3.0,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,"Some high school, no diploma",None
5/18/2016 8:46:21,Female,Straight,29,"$50,000 to $74,999",White non-Hispanic,Normal weight,No,No,No,5.0,Yes,Yes,I don't want help,Yes,Employed for wages,Designer,Associate degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 8:49:24,Male,Straight,29,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,7.0,Yes,No,"wingman/wingwoman, Set me up with a date",Yes,Employed for wages,Production Editor,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:50:29,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,1.0,Yes,Yes,I don't want help,No,Employed for wages,Job,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:52:16,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,1.0,Yes,Yes,Set me up with a date,No,Out of work but not currently looking for work,none,"Some college, no degree",Therapy
5/18/2016 8:56:57,Male,Straight,20,"$1 to $10,000",Black,Normal weight,Yes,No,No,10.0,Yes,Yes,date coaching,No,A student,Bio major,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 8:57:05,Male,Straight,23,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,No,4.0,Yes,Yes,I don't want help,No,Employed for wages,System Analyst Associate ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy"
5/18/2016 9:08:40,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,0.0,No,Yes,I don't want help,Yes,A student,Student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 9:19:05,Male,Straight,17,$0,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,10.0,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 9:27:05,Male,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1.0,Yes,Yes,I don't want help,No,Unable to work,Unemployed,"Some high school, no diploma","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 9:27:15,Male,Straight,24,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1.0,No,Yes,"wingman/wingwoman, Set me up with a date",No,A student,Student,Bachelor’s degree,None
5/18/2016 9:29:39,Male,Straight,31,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,3.0,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Delivery manager,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
